H,連系線確保量,対象年月,ブロック数,取引期間,,
20250318B06,関西_関西-中国間(西),中国_関西-中国間(西),2982,165,106.61,0
20250318B06,関西,四国,0,0,0,0
20250318B06,中国,四国,364,624,0,8
20250318B06,中国,九州,179,0,42,0
20250318B07,北海道,東北,0,0,0,0
20250318B07,東北,東京,0,2124,0,0
20250318B07,東京,中部,0,204,0,204
20250318B07,中部,関西,1064,275,0,204
20250318B07,中部,北陸,270,0,0,0
20250318B07,北陸,関西,830,1450,0,0
20250318B07,関西,中国,2982,2092.5,54.079,0
20250318B07,関西_関西-中国間(東),中国_関西-中国間(東),2982,2092.5,54.079,0
20250318B07,関西_関西-中国間(西),中国_関西-中国間(西),2982,2092.5,54.079,0
20250318B07,関西,四国,0,0,0,0
20250318B07,中国,四国,560,888,0,0
20250318B07,中国,九州,409,0,58,0
20250318B08,北海道,東北,0,0,0,0
20250318B08,東北,東京,0,2124,0,0
20250318B08,東京,中部,0,0,0,0
20250318B08,中部,関西,894,0,0,0
20250318B08,中部,北陸,270,0,0,0
20250318B08,北陸,関西,982,750,16,0
20250318B08,関西,中国,2982,2139,132.229,0
20250318B08,関西_関西-中国間(東),中国_関西-中国間(東),2982,2139,132.229,0
20250318B08,関西_関西-中国間(西),中国_関西-中国間(西),2982,2139,132.229,0
20250318B08,関西,四国,0,0,0,0
20250318B08,中国,四国,322,924,0,0
20250318B08,中国,九州,369,0,107,0
20250319B01,北海道,東北,0,0,0,0
20250319B01,東北,東京,0,2124,0,0
20250319B01,東京,中部,0,0,0,0
20250319B01,中部,関西,864,0,0,0
20250319B01,中部,北陸,270,0,0,0
20250319B01,北陸,関西,1349,750,10,0
20250319B01,関西,中国,2982,1953,7.229,4.771
20250319B01,関西_関西-中国間(東),中国_関西-中国間(東),2982,1953,7.229,4.771
20250319B01,関西_関西-中国間(西),中国_関西-中国間(西),2982,1953,7.229,4.771
20250319B01,関西,四国,0,0,0,0
20250319B01,中国,四国,0,1008,0,12
20250319B01,中国,九州,359,0,0,0
20250319B02,北海道,東北,0,0,0,0
20250319B02,東北,東京,0,2124,0,0
20250319B02,東京,中部,0,267,0,0
20250319B02,中部,関西,964,0,0,0
20250319B02,中部,北陸,270,0,0,0
20250319B02,北陸,関西,1330,750,0,0
20250319B02,関西,中国,2982,2232,199.229,0
20250319B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,2232,199.229,0
20250319B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,2232,199.229,0
20250319B02,関西,四国,0,0,0,0
20250319B02,中国,四国,0,1080,0,9
20250319B02,中国,九州,399,0,208,0
20250319B03,北海道,東北,0,0,0,0
20250319B03,東北,東京,0,2124,0,0
20250319B03,東京,中部,0,0,0,0
20250319B03,中部,関西,694,0,0,0
20250319B03,中部,北陸,270,0,0,0
20250319B03,北陸,関西,1077,750,23,0
20250319B03,関西,中国,2982,1255.5,284.8,0
20250319B03,関西_関西-中国間(東),中国_関西-中国間(東),2982,1255.5,284.8,0
20250319B03,関西_関西-中国間(西),中国_関西-中国間(西),2982,1255.5,284.8,0
20250319B03,関西,四国,0,0,0,0
20250319B03,中国,四国,122,1056,4,4
20250319B03,中国,九州,209,0,176,0
20250319B04,北海道,東北,0,0,0,0
20250319B04,東北,東京,0,2124,0,228
20250319B04,東京,中部,0,0,0,0
20250319B04,中部,関西,484,0,0,0
20250319B04,中部,北陸,270,0,0,0
20250319B04,北陸,関西,1039,1450,0,0
20250319B04,関西,中国,2982,325.5,60.61,0
20250319B04,関西_関西-中国間(東),中国_関西-中国間(東),2982,325.5,60.61,0
20250319B04,関西_関西-中国間(西),中国_関西-中国間(西),2982,325.5,60.61,0
20250319B04,関西,四国,0,0,0,0
20250319B04,中国,四国,410,588,0,60.61
20250319B04,中国,九州,139,0,0,0
20250319B05,北海道,東北,0,0,0,0
20250319B05,東北,東京,0,2124,0,95
20250319B05,東京,中部,0,0,0,0
20250319B05,中部,関西,454,0,0,0
20250319B05,中部,北陸,270,0,0,0
20250319B05,北陸,関西,1020,1450,0,0
20250319B05,関西,中国,2982,93,78.61,0
20250319B05,関西_関西-中国間(東),中国_関西-中国間(東),2982,93,78.61,0
20250319B05,関西_関西-中国間(西),中国_関西-中国間(西),2982,93,78.61,0
20250319B05,関西,四国,0,0,0,0
20250319B05,中国,四国,698,384,0,78.61
20250319B05,中国,九州,139,0,0,0
20250319B06,北海道,東北,0,10,0,0
20250319B06,東北,東京,0,2124,0,20
20250319B06,東京,中部,0,0,0,0
20250319B06,中部,関西,634,0,0,0
20250319B06,中部,北陸,270,0,0,0
20250319B06,北陸,関西,906,1450,0,0
20250319B06,関西,中国,2982,465,58,0
20250319B06,関西_関西-中国間(東),中国_関西-中国間(東),2982,465,58,0
20250319B06,関西_関西-中国間(西),中国_関西-中国間(西),2982,465,58,0
20250319B06,関西,四国,0,0,0,0
20250319B06,中国,四国,364,624,0,58
20250319B06,中国,九州,179,0,0,0
20250319B07,北海道,東北,0,0,0,0
20250319B07,東北,東京,0,2124,0,0
20250319B07,東京,中部,0,204,0,204
20250319B07,中部,関西,1064,275,0,204
20250319B07,中部,北陸,270,0,0,0
20250319B07,北陸,関西,830,1450,0,0
20250319B07,関西,中国,2982,2092.5,54.079,0
20250319B07,関西_関西-中国間(東),中国_関西-中国間(東),2982,2092.5,54.079,0
20250319B07,関西_関西-中国間(西),中国_関西-中国間(西),2982,2092.5,54.079,0
20250319B07,関西,四国,0,0,0,0
20250319B07,中国,四国,560,888,0,0
20250319B07,中国,九州,409,0,58,0
20250319B08,北海道,東北,0,0,0,0
20250319B08,東北,東京,0,2124,0,0
20250319B08,東京,中部,0,0,0,0
20250319B08,中部,関西,894,0,0,0
20250319B08,中部,北陸,270,0,0,0
20250319B08,北陸,関西,982,750,16,0
20250319B08,関西,中国,2982,2139,132.229,0
20250319B08,関西_関西-中国間(東),中国_関西-中国間(東),2982,2139,132.229,0
20250319B08,関西_関西-中国間(西),中国_関西-中国間(西),2982,2139,132.229,0
20250319B08,関西,四国,0,0,0,0
20250319B08,中国,四国,322,924,0,0
20250319B08,中国,九州,369,0,107,0
20250320B01,北海道,東北,0,0,0,0
20250320B01,東北,東京,0,2124,0,0
20250320B01,東京,中部,0,0,0,0
20250320B01,中部,関西,794,0,0,0
20250320B01,中部,北陸,270,0,0,0
20250320B01,北陸,関西,1349,750,10,0
20250320B01,関西,中国,2982,1953,0,29.536
20250320B01,関西_関西-中国間(東),中国_関西-中国間(東),2982,1953,0,29.536
20250320B01,関西_関西-中国間(西),中国_関西-中国間(西),2982,1953,0,29.536
20250320B01,関西,四国,0,0,0,0
20250320B01,中国,四国,0,1008,0,12
20250320B01,中国,九州,339,0,0,0
20250320B02,北海道,東北,0,0,0,0
20250320B02,東北,東京,0,2124,0,0
20250320B02,東京,中部,0,267,0,0
20250320B02,中部,関西,834,0,0,0
20250320B02,中部,北陸,270,0,0,0
20250320B02,北陸,関西,1330,750,0,0
20250320B02,関西,中国,2982,2232,0,18
20250320B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,2232,0,18
20250320B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,2232,0,18
20250320B02,関西,四国,0,0,0,0
20250320B02,中国,四国,0,1080,0,9
20250320B02,中国,九州,369,0,0,0
20250320B03,北海道,東北,0,0,0,0
20250320B03,東北,東京,0,2124,0,0
20250320B03,東京,中部,0,0,0,0
20250320B03,中部,関西,424,0,0,0
20250320B03,中部,北陸,270,0,0,0
20250320B03,北陸,関西,747,750,23,0
20250320B03,関西,中国,2982,1255.5,53.61,4
20250320B03,関西_関西-中国間(東),中国_関西-中国間(東),2982,1255.5,53.61,4
20250320B03,関西_関西-中国間(西),中国_関西-中国間(西),2982,1255.5,53.61,4
20250320B03,関西,四国,0,0,0,0
20250320B03,中国,四国,102,1056,0,4
20250320B03,中国,九州,149,0,0,0
20250320B04,北海道,東北,0,0,0,0
20250320B04,東北,東京,0,2124,0,228
20250320B04,東京,中部,0,0,0,0
20250320B04,中部,関西,274,0,0,0
20250320B04,中部,北陸,270,0,0,0
20250320B04,北陸,関西,709,750,10,0
20250320B04,関西,中国,2982,325.5,41.61,19
20250320B04,関西_関西-中国間(東),中国_関西-中国間(東),2982,325.5,41.61,19
20250320B04,関西_関西-中国間(西),中国_関西-中国間(西),2982,325.5,41.61,19
20250320B04,関西,四国,0,0,0,0
20250320B04,中国,四国,380,588,0,60.61
20250320B04,中国,九州,79,0,0,0
20250320B05,北海道,東北,0,0,0,0
20250320B05,東北,東京,0,2124,0,95
20250320B05,東京,中部,0,0,0,0
20250320B05,中部,関西,274,0,0,0
20250320B05,中部,北陸,270,0,0,0
20250320B05,北陸,関西,690,750,6,0
20250320B05,関西,中国,2982,93,83.27,19
20250320B05,関西_関西-中国間(東),中国_関西-中国間(東),2982,93,83.27,19
20250320B05,関西_関西-中国間(西),中国_関西-中国間(西),2982,93,83.27,19
20250320B05,関西,四国,0,0,0,0
20250320B05,中国,四国,668,384,0,58.213
20250320B05,中国,九州,89,0,0,0
20250320B06,北海道,東北,0,0,0,0
20250320B06,東北,東京,0,2124,0,20
20250320B06,東京,中部,0,0,0,0
20250320B06,中部,関西,354,0,0,0
20250320B06,中部,北陸,270,0,0,0
20250320B06,北陸,関西,576,750,7,0
20250320B06,関西,中国,2982,465,105.27,0
20250320B06,関西_関西-中国間(東),中国_関西-中国間(東),2982,465,105.27,0
20250320B06,関西_関西-中国間(西),中国_関西-中国間(西),2982,465,105.27,0
20250320B06,関西,四国,0,0,0,0
20250320B06,中国,四国,344,624,0,25.371
20250320B06,中国,九州,99,0,17,0
20250320B07,北海道,東北,0,0,0,0
20250320B07,東北,東京,0,2124,0,0
20250320B07,東京,中部,0,204,0,0
20250320B07,中部,関西,974,0,0,0
20250320B07,中部,北陸,270,0,0,0
20250320B07,北陸,関西,500,750,0,0
20250320B07,関西,中国,2982,2092.5,115.2,0
20250320B07,関西_関西-中国間(東),中国_関西-中国間(東),2982,2092.5,115.2,0
20250320B07,関西_関西-中国間(西),中国_関西-中国間(西),2982,2092.5,115.2,0
20250320B07,関西,四国,0,0,0,0
20250320B07,中国,四国,540,888,0,0
20250320B07,中国,九州,359,0,0,0
20250320B08,北海道,東北,0,0,0,0
20250320B08,東北,東京,0,2124,0,0
20250320B08,東京,中部,0,0,0,0
20250320B08,中部,関西,824,0,0,0
20250320B08,中部,北陸,270,0,0,0
20250320B08,北陸,関西,652,750,16,0
20250320B08,関西,中国,2982,2139,87.189,0
20250320B08,関西_関西-中国間(東),中国_関西-中国間(東),2982,2139,87.189,0
20250320B08,関西_関西-中国間(西),中国_関西-中国間(西),2982,2139,87.189,0
20250320B08,関西,四国,0,0,0,0
20250320B08,中国,四国,322,924,0,0
20250320B08,中国,九州,349,0,0,0
20250321B01,北海道,東北,0,0,0,0
20250321B01,東北,東京,0,2124,0,0
20250321B01,東京,中部,0,0,0,0
20250321B01,中部,関西,794,0,0,0
20250321B01,中部,北陸,270,0,0,0
20250321B01,北陸,関西,1349,750,10,0
20250321B01,関西,中国,2982,1953,7.229,4.771
20250321B01,関西_関西-中国間(東),中国_関西-中国間(東),2982,1953,7.229,4.771
20250321B01,関西_関西-中国間(西),中国_関西-中国間(西),2982,1953,7.229,4.771
20250321B01,関西,四国,0,0,0,0
20250321B01,中国,四国,0,1008,0,12
20250321B01,中国,九州,339,0,0,0
20250321B02,北海道,東北,0,0,0,0
20250321B02,東北,東京,0,2124,0,0
20250321B02,東京,中部,0,267,0,0
20250321B02,中部,関西,834,0,0,0
20250321B02,中部,北陸,270,0,0,0
20250321B02,北陸,関西,1330,750,0,0
20250321B02,関西,中国,2982,2232,80.229,0
20250321B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,2232,80.229,0
20250321B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,2232,80.229,0
20250321B02,関西,四国,0,0,0,0
20250321B02,中国,四国,0,1080,0,9
20250321B02,中国,九州,369,0,89,0
20250321B03,北海道,東北,0,0,0,0
20250321B03,東北,東京,0,2124,0,0
20250321B03,東京,中部,0,0,0,0
20250321B03,中部,関西,634,0,0,0
20250321B03,中部,北陸,270,0,0,0
20250321B03,北陸,関西,1077,750,23,0
20250321B03,関西,中国,2982,1255.5,183.325,0
20250321B03,関西_関西-中国間(東),中国_関西-中国間(東),2982,1255.5,183.325,0
20250321B03,関西_関西-中国間(西),中国_関西-中国間(西),2982,1255.5,183.325,0
20250321B03,関西,四国,0,0,0,0
20250321B03,中国,四国,122,1056,4,4
20250321B03,中国,九州,209,0,57,0
20250321B04,北海道,東北,0,0,0,0
20250321B04,東北,東京,0,2124,0,228
20250321B04,東京,中部,0,0,0,0
20250321B04,中部,関西,484,0,0,0
20250321B04,中部,北陸,270,0,0,0
20250321B04,北陸,関西,1039,1450,10,0
20250321B04,関西,中国,2982,325.5,60.61,0
20250321B04,関西_関西-中国間(東),中国_関西-中国間(東),2982,325.5,60.61,0
20250321B04,関西_関西-中国間(西),中国_関西-中国間(西),2982,325.5,60.61,0
20250321B04,関西,四国,0,0,0,0
20250321B04,中国,四国,410,588,0,60.61
20250321B04,中国,九州,139,0,0,0
20250321B05,北海道,東北,0,0,0,0
20250321B05,東北,東京,0,2124,0,95
20250321B05,東京,中部,0,0,0,0
20250321B05,中部,関西,454,0,0,0
20250321B05,中部,北陸,270,0,0,0
20250321B05,北陸,関西,1020,1450,6,0
20250321B05,関西,中国,2982,93,59.61,19
20250321B05,関西_関西-中国間(東),中国_関西-中国間(東),2982,93,59.61,19
20250321B05,関西_関西-中国間(西),中国_関西-中国間(西),2982,93,59.61,19
20250321B05,関西,四国,0,0,0,0
20250321B05,中国,四国,698,384,0,66
20250321B05,中国,九州,139,0,0,0
20250321B06,北海道,東北,0,0,0,0
20250321B06,東北,東京,0,2124,0,20
20250321B06,東京,中部,0,0,0,0
20250321B06,中部,関西,634,0,0,0
20250321B06,中部,北陸,270,0,0,0
20250321B06,北陸,関西,906,1450,7,0
20250321B06,関西,中国,2982,465,81.61,0
20250321B06,関西_関西-中国間(東),中国_関西-中国間(東),2982,465,81.61,0
20250321B06,関西_関西-中国間(西),中国_関西-中国間(西),2982,465,81.61,0
20250321B06,関西,四国,0,0,0,0
20250321B06,中国,四国,364,624,0,8
20250321B06,中国,九州,179,0,17,0
20250321B07,北海道,東北,0,0,0,0
20250321B07,東北,東京,0,2124,0,0
20250321B07,東京,中部,0,204,0,204
20250321B07,中部,関西,1064,275,0,204
20250321B07,中部,北陸,270,0,0,0
20250321B07,北陸,関西,830,1450,0,0
20250321B07,関西,中国,2982,2092.5,83.325,0
20250321B07,関西_関西-中国間(東),中国_関西-中国間(東),2982,2092.5,83.325,0
20250321B07,関西_関西-中国間(西),中国_関西-中国間(西),2982,2092.5,83.325,0
20250321B07,関西,四国,0,0,0,0
20250321B07,中国,四国,560,888,0,0
20250321B07,中国,九州,409,0,0,0
20250321B08,北海道,東北,0,0,0,0
20250321B08,東北,東京,0,2124,0,0
20250321B08,東京,中部,0,0,0,0
20250321B08,中部,関西,894,0,0,0
20250321B08,中部,北陸,270,0,0,0
20250321B08,北陸,関西,982,750,16,0
20250321B08,関西,中国,2982,2139,87.189,0
20250321B08,関西_関西-中国間(東),中国_関西-中国間(東),2982,2139,87.189,0
20250321B08,関西_関西-中国間(西),中国_関西-中国間(西),2982,2139,87.189,0
20250321B08,関西,四国,0,0,0,0
20250321B08,中国,四国,322,924,0,0
20250321B08,中国,九州,369,0,0,0
20250322B01,北海道,東北,0,0,0,0
20250322B01,東北,東京,0,2124,0,0
20250322B01,東京,中部,0,0,0,0
20250322B01,中部,関西,794,0,0,0
20250322B01,中部,北陸,270,0,0,0
20250322B01,北陸,関西,1349,750,10,0
20250322B01,関西,中国,2982,1953,28.325,0
20250322B01,関西_関西-中国間(東),中国_関西-中国間(東),2982,1953,28.325,0
20250322B01,関西_関西-中国間(西),中国_関西-中国間(西),2982,1953,28.325,0
20250322B01,関西,四国,0,0,0,0
20250322B01,中国,四国,0,1008,0,12
20250322B01,中国,九州,339,0,0,0
20250322B02,北海道,東北,0,0,0,0
20250322B02,東北,東京,0,2124,0,0
20250322B02,東京,中部,0,267,0,0
20250322B02,中部,関西,834,0,0,0
20250322B02,中部,北陸,270,0,0,0
20250322B02,北陸,関西,1330,750,0,0
20250322B02,関西,中国,2982,2232,12.325,0
20250322B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,2232,12.325,0
20250322B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,2232,12.325,0
20250322B02,関西,四国,0,0,0,0
20250322B02,中国,四国,0,1080,0,9
20250322B02,中国,九州,369,0,0,0
20250322B03,北海道,東北,0,0,0,0
20250322B03,東北,東京,0,2124,0,0
20250322B03,東京,中部,0,0,0,0
20250322B03,中部,関西,424,0,0,0
20250322B03,中部,北陸,270,0,0,0
20250322B03,北陸,関西,747,750,23,0
20250322B03,関西,中国,2982,1255.5,80.464,0
20250322B03,関西_関西-中国間(東),中国_関西-中国間(東),2982,1255.5,80.464,0
20250322B03,関西_関西-中国間(西),中国_関西-中国間(西),2982,1255.5,80.464,0
20250322B03,関西,四国,0,0,0,0
20250322B03,中国,四国,102,1056,4,4
20250322B03,中国,九州,149,0,0,0
20250322B04,北海道,東北,0,0,0,0
20250322B04,東北,東京,0,2124,0,109.3
20250322B04,東京,中部,0,0,0,0
20250322B04,中部,関西,274,0,0,0
20250322B04,中部,北陸,270,0,0,0
20250322B04,北陸,関西,709,750,10,0
20250322B04,関西,中国,2982,325.5,65.27,19
20250322B04,関西_関西-中国間(東),中国_関西-中国間(東),2982,325.5,65.27,19
20250322B04,関西_関西-中国間(西),中国_関西-中国間(西),2982,325.5,65.27,19
20250322B04,関西,四国,0,0,0,0
20250322B04,中国,四国,380,588,0,24.252
20250322B04,中国,九州,79,0,0,0
20250322B05,北海道,東北,0,0,0,0
20250322B05,東北,東京,0,2124,0,185
20250322B05,東京,中部,0,0,0,0
20250322B05,中部,関西,274,0,0,0
20250322B05,中部,北陸,270,0,0,0
20250322B05,北陸,関西,690,750,6,0
20250322B05,関西,中国,2982,93,102.27,0
20250322B05,関西_関西-中国間(東),中国_関西-中国間(東),2982,93,102.27,0
20250322B05,関西_関西-中国間(西),中国_関西-中国間(西),2982,93,102.27,0
20250322B05,関西,四国,0,0,0,0
20250322B05,中国,四国,668,384,0,66
20250322B05,中国,九州,89,0,0,0
20250322B06,北海道,東北,0,0,0,0
20250322B06,東北,東京,0,2124,0,20
20250322B06,東京,中部,0,0,0,0
20250322B06,中部,関西,354,0,0,0
20250322B06,中部,北陸,270,0,0,0
20250322B06,北陸,関西,576,750,7,0
20250322B06,関西,中国,2982,465,73.61,8
20250322B06,関西_関西-中国間(東),中国_関西-中国間(東),2982,465,73.61,8
20250322B06,関西_関西-中国間(西),中国_関西-中国間(西),2982,465,73.61,8
20250322B06,関西,四国,0,0,0,0
20250322B06,中国,四国,344,624,0,58
20250322B06,中国,九州,99,0,17,0
20250322B07,北海道,東北,0,0,0,0
20250322B07,東北,東京,0,2124,0,0
20250322B07,東京,中部,0,144,0,104.038
20250322B07,中部,関西,974,275,0,275
20250322B07,中部,北陸,270,0,0,0
20250322B07,北陸,関西,500,750,0,0
20250322B07,関西,中国,2982,2092.5,37.464,0
20250322B07,関西_関西-中国間(東),中国_関西-中国間(東),2982,2092.5,37.464,0
20250322B07,関西_関西-中国間(西),中国_関西-中国間(西),2982,2092.5,37.464,0
20250322B07,関西,四国,0,0,0,0
20250322B07,中国,四国,540,888,0,0
20250322B07,中国,九州,359,0,0,0
20250322B08,北海道,東北,0,0,0,0
20250322B08,東北,東京,0,2124,0,0
20250322B08,東京,中部,0,0,0,0
20250322B08,中部,関西,824,0,0,0
20250322B08,中部,北陸,270,0,0,0
20250322B08,北陸,関西,652,750,16,0
20250322B08,関西,中国,2982,2139,131.7,0
20250322B08,関西_関西-中国間(東),中国_関西-中国間(東),2982,2139,131.7,0
20250322B08,関西_関西-中国間(西),中国_関西-中国間(西),2982,2139,131.7,0
20250322B08,関西,四国,0,0,0,0
20250322B08,中国,四国,322,924,0,0
20250322B08,中国,九州,349,0,0,0
20250323B01,北海道,東北,0,0,0,0
20250323B01,東北,東京,0,2124,0,0
20250323B01,東京,中部,0,0,0,0
20250323B01,中部,関西,794,0,0,0
20250323B01,中部,北陸,270,0,0,0
20250323B01,北陸,関西,1349,750,10,0
20250323B01,関西,中国,2982,1953,0,41.145
20250323B01,関西_関西-中国間(東),中国_関西-中国間(東),2982,1953,0,41.145
20250323B01,関西_関西-中国間(西),中国_関西-中国間(西),2982,1953,0,41.145
20250323B01,関西,四国,0,0,0,0
20250323B01,中国,四国,0,1008,0,12
20250323B01,中国,九州,339,0,0,0
20250323B02,北海道,東北,0,0,0,0
20250323B02,東北,東京,0,2124,0,0
20250323B02,東京,中部,0,207,0,0
20250323B02,中部,関西,834,0,0,0
20250323B02,中部,北陸,270,0,0,0
20250323B02,北陸,関西,1330,750,0,0
20250323B02,関西,中国,2982,2232,0,54.145
20250323B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,2232,0,54.145
20250323B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,2232,0,54.145
20250323B02,関西,四国,0,0,0,0
20250323B02,中国,四国,0,1080,0,9
20250323B02,中国,九州,369,0,0,0
20250323B03,北海道,東北,0,0,0,0
20250323B03,東北,東京,0,2124,0,0
20250323B03,東京,中部,0,0,0,0
20250323B03,中部,関西,424,0,0,0
20250323B03,中部,北陸,270,0,0,0
20250323B03,北陸,関西,747,750,23,0
20250323B03,関西,中国,2982,1255.5,57.61,0
20250323B03,関西_関西-中国間(東),中国_関西-中国間(東),2982,1255.5,57.61,0
20250323B03,関西_関西-中国間(西),中国_関西-中国間(西),2982,1255.5,57.61,0
20250323B03,関西,四国,0,0,0,0
20250323B03,中国,四国,102,1056,0,53.523
20250323B03,中国,九州,149,0,0,0
20250323B04,北海道,東北,0,0,0,0
20250323B04,東北,東京,0,2124,0,318
20250323B04,東京,中部,0,0,0,0
20250323B04,中部,関西,274,0,0,0
20250323B04,中部,北陸,270,0,0,0
20250323B04,北陸,関西,709,750,10,0
20250323B04,関西,中国,2982,325.5,65.27,19
20250323B04,関西_関西-中国間(東),中国_関西-中国間(東),2982,325.5,65.27,19
20250323B04,関西_関西-中国間(西),中国_関西-中国間(西),2982,325.5,65.27,19
20250323B04,関西,四国,0,0,0,0
20250323B04,中国,四国,380,588,0,56.27
20250323B04,中国,九州,79,0,0,0
20250323B05,北海道,東北,0,0,0,0
20250323B05,東北,東京,0,2124,0,185
20250323B05,東京,中部,0,0,0,0
20250323B05,中部,関西,274,0,0,0
20250323B05,中部,北陸,270,0,0,0
20250323B05,北陸,関西,690,750,6,0
20250323B05,関西,中国,2982,93,50,20
20250323B05,関西_関西-中国間(東),中国_関西-中国間(東),2982,93,50,20
20250323B05,関西_関西-中国間(西),中国_関西-中国間(西),2982,93,50,20
20250323B05,関西,四国,0,0,0,0
20250323B05,中国,四国,668,384,0,20
20250323B05,中国,九州,89,0,0,0
20250323B06,北海道,東北,0,0,0,0
20250323B06,東北,東京,0,2124,0,20
20250323B06,東京,中部,0,0,0,0
20250323B06,中部,関西,354,0,0,0
20250323B06,中部,北陸,270,0,0,0
20250323B06,北陸,関西,576,750,7,0
20250323B06,関西,中国,2982,465,25,0
20250323B06,関西_関西-中国間(東),中国_関西-中国間(東),2982,465,25,0
20250323B06,関西_関西-中国間(西),中国_関西-中国間(西),2982,465,25,0
20250323B06,関西,四国,0,0,0,0
20250323B06,中国,四国,344,624,0,8
20250323B06,中国,九州,99,0,17,0
20250323B07,北海道,東北,0,0,0,0
20250323B07,東北,東京,0,2124,0,0
20250323B07,東京,中部,0,204,0,204
20250323B07,中部,関西,974,0,0,0
20250323B07,中部,北陸,270,0,0,0
20250323B07,北陸,関西,500,750,0,0
20250323B07,関西,中国,2982,2092.5,0,31
20250323B07,関西_関西-中国間(東),中国_関西-中国間(東),2982,2092.5,0,31
20250323B07,関西_関西-中国間(西),中国_関西-中国間(西),2982,2092.5,0,31
20250323B07,関西,四国,0,0,0,0
20250323B07,中国,四国,540,888,0,0
20250323B07,中国,九州,359,0,40.513,0
20250323B08,北海道,東北,0,0,0,0
20250323B08,東北,東京,0,2124,0,0
20250323B08,東京,中部,0,0,0,0
20250323B08,中部,関西,824,0,0,0
20250323B08,中部,北陸,270,0,0,0
20250323B08,北陸,関西,652,750,16,0
20250323B08,関西,中国,2982,2139,0,108.513
20250323B08,関西_関西-中国間(東),中国_関西-中国間(東),2982,2139,0,108.513
20250323B08,関西_関西-中国間(西),中国_関西-中国間(西),2982,2139,0,108.513
20250323B08,関西,四国,0,0,0,0
20250323B08,中国,四国,322,924,11,0
20250323B08,中国,九州,349,0,0,0
20250324B01,北海道,東北,0,0,0,0
20250324B01,東北,東京,0,2124,0,0
20250324B01,東京,中部,0,0,0,0
20250324B01,中部,関西,794,0,87.107,0
20250324B01,中部,北陸,270,0,0,0
20250324B01,北陸,関西,1349,750,10,0
20250324B01,関西,中国,2982,1953,0,21.601
20250324B01,関西_関西-中国間(東),中国_関西-中国間(東),2982,1953,0,21.601
20250324B01,関西_関西-中国間(西),中国_関西-中国間(西),2982,1953,0,21.601
20250324B01,関西,四国,0,0,0,0
20250324B01,中国,四国,0,1008,0,0
20250324B01,中国,九州,339,0,3,0
20250324B02,北海道,東北,0,0,0,0
20250324B02,東北,東京,0,2124,0,0
20250324B02,東京,中部,0,267,0,0
20250324B02,中部,関西,834,0,0,0
20250324B02,中部,北陸,270,0,0,0
20250324B02,北陸,関西,1330,750,0,0
20250324B02,関西,中国,2982,2232,0,37.601
20250324B02,関西_関西-中国間(東),中国_関西-中国間(東),2982,2232,0,37.601
20250324B02,関西_関西-中国間(西),中国_関西-中国間(西),2982,2232,0,37.601
20250324B02,関西,四国,0,0,0,0
20250324B02,中国,四国,0,1080,0,0
20250324B02,中国,九州,369,0,0,0
20250324B03,北海道,東北,0,0,0,0
20250324B03,東北,東京,0,2124,0,0
20250324B03,東京,中部,0,0,0,0
20250324B03,中部,関西,634,0,0,0
20250324B03,中部,北陸,270,0,0,0
20250324B03,北陸,関西,1077,750,23,0
20250324B03,関西,中国,2982,1255.5,178.361,22.261
20250324B03,関西_関西-中国間(東),中国_関西-中国間(東),2982,1255.5,178.361,22.261
20250324B03,関西_関西-中国間(西),中国_関西-中国間(西),2982,1255.5,178.361,22.261
20250324B03,関西,四国,0,0,0,0
20250324B03,中国,四国,122,1056,0,0
20250324B03,中国,九州,209,0,132.14,0
20250324B04,北海道,東北,0,0,0,0
20250324B04,東北,東京,0,2124,0,318
20250324B04,東京,中部,0,0,0,0
20250324B04,中部,関西,484,0,0,0
20250324B04,中部,北陸,270,0,0,0
20250324B04,北陸,関西,1039,1450,10,0
20250324B04,関西,中国,2982,325.5,55.97,19
20250324B04,関西_関西-中国間(東),中国_関西-中国間(東),2982,325.5,55.97,19
20250324B04,関西_関西-中国間(西),中国_関西-中国間(西),2982,325.5,55.97,19
20250324B04,関西,四国,0,0,0,0
20250324B04,中国,四国,410,588,0,0
20250324B04,中国,九州,139,0,0,0
20250324B05,北海道,東北,0,0,0,0
20250324B05,東北,東京,0,2124,0,185
20250324B05,東京,中部,0,0,0,0
20250324B05,中部,関西,454,0,0,0
20250324B05,中部,北陸,270,0,0,0
20250324B05,北陸,関西,1020,1450,6,0
20250324B05,関西,中国,2982,93,83.07,0
20250324B05,関西_関西-中国間(東),中国_関西-中国間(東),2982,93,83.07,0
20250324B05,関西_関西-中国間(西),中国_関西-中国間(西),2982,93,83.07,0
20250324B05,関西,四国,0,0,0,0
20250324B05,中国,四国,698,384,0,0
20250324B05,中国,九州,139,0,0,0
20250324B06,北海道,東北,0,0,0,0
